fecha,handle,nombre,retweets,likes,replies,views,gate_p,relevante,partido,partido_conf,direccion,direccion_conf,ironia_p,texto,url,p_PP,p_PSOE,p_Vox,p_Sumar,p_varios,p_ninguno,error,voz,direccion_motivo
2026-09-04T07:28:11+00:00,@okdiario,okdiario.com,3283,6173,198,220520,0.95,si,PSOE,0.9,perjudica,0.9,0.13,"‼️ El Gobierno reduce de 12 a 8 los policías que vigilan el puesto fronterizo de Ceuta tras la invasión.

Ha reducido en más de un 30% el número de policías en vez de reforzarlo. https://t.co/4ezSvmI2ED",https://x.com/okdiario/status/2095775920447434846,0.0,1.0,0.0,0.0,0.0,0.0,,rival,Critica al Gobierno por recortar agentes de policía en Ceuta.
2026-05-13T07:57:47+00:00,@elmundoes,EL MUNDO,3279,9443,471,701200,0.62,dudoso,PSOE,0.7,perjudica,0.7,0.51,"Andreas Schwab, presidente de la Comisión de Control Presupuestario: ""¿Cómo pido yo a los alemanes que trabajen más mientras España paga pensiones con los fondos europeos?"" https://t.co/UZmXNwUHcJ",https://x.com/elmundoes/status/2054471153381486749,0.61,0.05,0.0,0.0,0.01,0.33,,cargo del partido,Critica la gestión del Gobierno de fondos europeos para pagar pensiones.
2025-10-01T11:54:40+00:00,@okdiario,okdiario.com,3276,5416,115,99117,0.05,no,,,,,,"🚨 ÚLTIMA HORA | El nº 2 de la flotilla de ‘Barbie Gaza’ participó en el funeral del líder terrorista de Hezbolá

✍️ @Rodrigo_Villar_ te informa

https://t.co/UeGWuMsgpr",https://x.com/okdiario/status/1973355883095794121,,,,,,,,,
2026-04-08T20:18:12+00:00,@okdiario,okdiario.com,3271,21320,292,429303,0.04,no,,,,,,🇪🇸 La afición del Atlético inunda el Camp Nou de banderas españolas y canta «Viva España». https://t.co/6RCZZFxWE1,https://x.com/okdiario/status/2041973908148990223,,,,,,,,,
2025-11-18T15:07:42+00:00,@abc_es,ABC.es,3265,6544,238,393529,0.55,dudoso,PSOE,0.9,perjudica,0.9,0.08,"🔴#ÚLTIMAHORA Servinabar se llevó dos millones de la obra del Puente del Centenario con un solo trabajador: el cuñado de Cerdán
 https://t.co/NxRhvIuVNN",https://x.com/abc_es/status/1990799078662549968,0.0,1.0,0.0,0.0,0.0,0.0,,tercero,Vincula al entorno de Santos Cerdán con presuntas comisiones públicas.
2025-11-04T13:25:31+00:00,@larazon_es,La Razón,3251,7190,306,650272,0.97,si,Sumar,0.9,perjudica,0.9,0.09,"🔴 #ÚLTIMA HORA | Koldo implica a Yolanda Díaz en los certificados de mascarillas: ""La ministra de trabajo me dijo que mañana estará""

‼️ La ministra de Trabajo participó en la certificación de las mascarillas de la trama de Víctor de Aldama https://t.co/M3ayVh0ROV",https://x.com/larazon_es/status/1985699935711338776,0.0,0.86,0.0,0.01,0.13,0.0,,cargo del partido,Implican a Yolanda Díaz en la trama de compra de mascarillas.
2026-06-28T06:26:26+00:00,@okdiario,okdiario.com,3248,5817,148,111725,0.92,si,PSOE,0.9,perjudica,0.9,0.15,"🗞️ La portada del 28 de junio

🔴 Sánchez copia la estrategia de nacionalización masiva que el narcodictador Chávez usó para ganar el referéndum de 2004. https://t.co/k9ZUmHBpwU",https://x.com/okdiario/status/2071118005862301900,0.0,1.0,0.0,0.0,0.0,0.0,,rival,Comparan a Pedro Sánchez con el expresidente venezolano Hugo Chávez.
2026-02-28T20:08:24+00:00,@eldiarioes,elDiario.es,3240,9566,673,125479,0.12,no,,,,,,Gabriel Rufián: “Supongo que las 80 niñas que Netanyahu y Trump han asesinado esta mañana estaban enriqueciendo uranio” https://t.co/4EuToZYoa3,https://x.com/eldiarioes/status/2027838313952866525,,,,,,,,,
2025-09-26T13:01:56+00:00,@publico_es,Público,3235,5556,171,339658,0.1,no,,,,,,❗ La ONU incluye la ACS de Florentino Pérez en la lista de empresas que hacen negocio en la Cisjordania ocupada ilegalmente https://t.co/zHVShmAIVL,https://x.com/publico_es/status/1971560873605976521,,,,,,,,,
2026-05-07T20:00:00+00:00,@La_SER,Cadena SER,3226,10202,1026,323073,0.63,dudoso,PP,0.9,perjudica,0.9,0.19,"‼️ Sheinbaum afea la ""ignorancia"" de Ayuso y a la oposición mexicana por darle pábulo

🗣️ ""Fíjense el poco conocimiento de la historia de España que tiene"" https://t.co/okkL0XIfMJ",https://x.com/La_SER/status/2052478576587649280,1.0,0.0,0.0,0.0,0.0,0.0,,rival,La presidenta de México tacha de ignorante a Isabel Díaz Ayuso.
2026-03-14T11:39:43+00:00,@elmundoes,EL MUNDO,3224,16912,495,2656177,0.08,no,,,,,,"Torrente Presidente revienta la taquilla en su primer día: recauda 2,4 millones, suma 300.000 espectadores y es el mejor estreno del cine español en 15 años https://t.co/IfcO6CS5kx",https://x.com/elmundoes/status/2032783729542705190,,,,,,,,,
2026-05-06T06:58:05+00:00,@elmundoes,EL MUNDO,3223,5942,150,103142,0.97,si,PSOE,0.9,perjudica,0.9,0.16,El Tribunal de Cuentas desnuda la contabilidad de Montero: uso de deuda y fondos UE para tapar que no hay Presupuestos y nuevo 'agujero' récord de las pensiones https://t.co/03YHiOFLb7,https://x.com/elmundoes/status/2051919411997458706,0.0,1.0,0.0,0.0,0.0,0.0,,rival,El Tribunal de Cuentas cuestiona la gestión presupuestaria de Montero.
2026-01-15T12:17:22+00:00,@publico_es,Público,3208,9522,445,116788,0.71,si,PP,0.9,perjudica,0.9,0.14,"🎥 Gabriel Rufián (@gabrielrufian), al PP: ""Yo a un asesino y a un genocida como Netanyahu no voy a ir a bombardearle, asesinarle o a secuestrarle. La diferencia entre ustedes y yo es que yo soy un demócrata"" https://t.co/OUVU7EmYmS",https://x.com/publico_es/status/2011774712108445864,0.4,0.0,0.0,0.0,0.59,0.01,,rival,Gabriel Rufián ataca al PP cuestionando sus credenciales democráticas.
2026-02-11T17:34:10+00:00,@eldiarioes,elDiario.es,3203,10180,104,272067,0.95,si,Vox,0.9,perjudica,0.9,0.26,"🔴 Óscar Puente responde a Carina Mejías (Vox): ""Acaba de decir que se ha suspendido la ayuda psicológica a las víctimas del accidente. Si quiere respetarlas, suba aquí y pida disculpas por el bulo que acaba de soltar"" https://t.co/jZA0zC47Cx https://t.co/zzyOX4WNIq",https://x.com/eldiarioes/status/2021638908203643365,0.0,0.17,0.31,0.0,0.52,0.0,,cargo del partido,Óscar Puente acusa a una portavoz de Vox de difundir bulos.
2026-08-21T09:25:29+00:00,@publico_es,Público,3203,7239,427,479995,0.97,si,PP,0.9,perjudica,0.9,0.76,"Las redes aplauden al juez Joaquim Bosch tras confrontar a Feijóo con la ley: ""Se supone que Feijóo estudió Derecho, ¿no? Parece que se pasó la carrera jugando al mus"" 

Vía @Tremending 
https://t.co/WZlAeXCFkm",https://x.com/publico_es/status/2090732008477442266,1.0,0.0,0.0,0.0,0.0,0.0,,rival,Ridiculizan y cuestionan los conocimientos legales de Alberto Núñez Feijóo.
2025-10-07T16:43:32+00:00,@el_pais,EL PAÍS,3200,12854,519,452485,0.83,si,Vox,0.9,perjudica,0.9,0.75,"📺 TV en DIRECTO | Rufián (ERC): ""Señorías de Vox, si yo pago cada año el paseo de una cabra por las calles de Madrid el 12 de octubre, ustedes van a pagar la repatriación de 50 compatriotas por el secuestro de Israel"" https://t.co/KbZp8zu9TJ https://t.co/CqH66i8jRB",https://x.com/el_pais/status/1975602907367035238,0.0,0.0,0.31,0.0,0.66,0.03,,cargo del partido,Rufián arremete contra Vox por el gasto en repatriaciones.
2026-03-02T12:51:42+00:00,@el_pais,EL PAÍS,3200,13452,786,4293484,0.76,si,PSOE,0.7,neutro,0.7,0.08,🔴 ÚLTIMA HORA | España rechaza prestar apoyo al ataque a Irán: EE UU retira sus aviones cisterna de Morón al no obtener permiso para usarlos en la operación https://t.co/ImxQolxd0h https://t.co/wejJ0HVONq,https://x.com/el_pais/status/2028453193542222021,0.0,0.99,0.0,0.0,0.0,0.01,,sin voz,Informa sobre la negativa del Gobierno a apoyar a EE. UU.
2026-07-16T06:00:02+00:00,@abc_es,ABC.es,3198,6476,483,1497361,0.95,si,PSOE,0.9,perjudica,0.9,0.25,"🔷 EXCLUSIVA ABC 🔷

🔴 Un general denuncia a la cúpula de la Guardia Civil por coaccionarle para boicotear a Ayuso

🔊El documento sonoro al que hemos tenido acceso y que lo demuestra

✍️ Investigación de @KettyGarat 🔗 https://t.co/SWKvwxUXn4 https://t.co/fyp0kEttLH",https://x.com/abc_es/status/2077634340561809698,0.29,0.55,0.0,0.0,0.13,0.03,,tercero,Denuncian a la cúpula policial de Interior por boicotear a Ayuso.
2026-05-10T12:04:40+00:00,@el_pais,EL PAÍS,3195,3700,235,724206,0.06,no,,,,,,📹 Vídeo | Un grupo de colonos israelíes profanan un cementerio en Cisjordania y obligan a una familia a sacar a su hijo fallecido de la tumba. Los hechos han sido confirmados por el ejérfico de Israel https://t.co/9my9SY25IK,https://x.com/el_pais/status/2053446120290799872,,,,,,,,,
2026-05-23T15:12:22+00:00,@elmundoes,EL MUNDO,3185,8333,320,558113,0.98,si,PSOE,0.9,perjudica,0.9,0.22,"Altos cargos del PSOE alertan de la ""bomba atómica"" sobre Sánchez: Zapatero ejercía como jefe de Gabinete de facto https://t.co/6LIbCpQia2",https://x.com/elmundoes/status/2058204397612519511,0.0,1.0,0.0,0.0,0.0,0.0,,cargo del partido,Revela tensiones internas y cuestiona la influencia de Zapatero en Moncloa.
2025-10-03T12:21:26+00:00,@larazon_es,La Razón,3180,10279,622,466824,0.96,si,PSOE,0.9,perjudica,0.9,0.12,"‼️ #URGENTE | Aldama arremete contra María Jesús Montero: ""Cada vez que me cabrees más, tiraré contra todos. Tu jefe incluido, que es el peor"".

🗣️ El empresario asegura que ""el Presidente del Gobierno ha tapado más de 1.000 muertos en la DANA"" https://t.co/aykHhor1mL",https://x.com/larazon_es/status/1974087394384113881,0.0,1.0,0.0,0.0,0.0,0.0,,rival,Graves acusaciones de corrupción y ocultación de víctimas contra el Gobierno.
2026-08-30T07:06:50+00:00,@elespanolcom,EL ESPAÑOL,3175,6386,179,380628,0.82,si,PSOE,0.9,perjudica,0.9,0.29,"🗣🇪🇸 #HablandoSobreEspaña | ""El lunes 27 llamé a Moncloa y me dijeron que estuviera tranquilo, el martes pedí al Gobierno el Estado de Alarma, el miércoles me dijeron que no había fundamento, el jueves llegó la avalancha""

📲 Sigue leyendo en https://t.co/rEx7As3bWp https://t.co/osJsTsZAFC",https://x.com/elespanolcom/status/2093958607742156872,0.01,0.99,0.0,0.0,0.0,0.0,,rival,Denuncia inacción y falta de respuesta del Gobierno ante una emergencia.
2026-02-06T14:19:58+00:00,@elespanolcom,EL ESPAÑOL,3171,6231,314,575832,0.55,dudoso,PSOE,0.9,perjudica,0.9,0.15,"🔴🛥️ Indignación en la Guardia Civil por la presencia de cuatro narcolanchas refugiadas por la borrasca Leonardo sin vigilancia policial en Almuñécar: “Estado fallido”

La asociación mayoritaria de la Guardia Civil, Jucil, ha denunciado que ""el narco impone su ley"" https://t.co/mxUEcWR7eU",https://x.com/elespanolcom/status/2019778095822065731,0.0,0.93,0.0,0.0,0.0,0.07,,rival,Critica la falta de medios policiales de Interior frente al narcotráfico.
2026-09-11T11:06:30+00:00,@abc_es,ABC.es,3167,8179,329,321858,0.32,no,,,,,,🔴 #ÚLTIMAHORA Detenido en Ceuta un condenado por terrorismo yihadista que tenía prohibida la entrada a España https://t.co/RAlMlkfT5f,https://x.com/abc_es/status/2098367576627613892,,,,,,,,,
2026-01-09T15:00:34+00:00,@20m,20minutos.es,3152,8885,250,685375,0.76,si,PSOE,0.9,perjudica,0.9,0.13,"🔴 Llegan a España los cinco españoles liberados de cárceles venezolanas: ""Zapatero ha sido un enemigo de la libertad de Venezuela"" https://t.co/gcxZeup8bL",https://x.com/20m/status/2009641453577015626,0.0,0.99,0.0,0.0,0.0,0.01,,rival,Presos liberados califican duramente a Zapatero de enemigo de la libertad.
2026-01-31T09:36:48+00:00,@okdiario,okdiario.com,3125,5350,174,267554,0.8,si,PP,0.9,perjudica,0.9,0.21,🧐 OKDIARIO pilla a los menas saliendo del chaletazo de La Rioja y sacando dinero del cajero. El Gobierno de La Rioja paga 100.000 € al mes para alojar en un chalet de lujo a 12 menas. https://t.co/QajhHYkNjp,https://x.com/okdiario/status/2017532507671912868,1.0,0.0,0.0,0.0,0.0,0.0,,tercero,Denuncia el elevado gasto del gobierno autonómico popular en menores migrantes.
2025-10-07T13:49:27+00:00,@el_pais,EL PAÍS,3119,8232,371,320097,0.21,no,,,,,,"📺Borrell: ""Los 700.000 colonos que ocupan ilegalmente Cisjordania ocupan ilegalmente la casa del otro usando la fuerza, pero les damos visados para que vengan a tomar el sol en Europa, no les ponemos ningún inconveniente. ¿Por qué no prohibimos a los colonos que vengan?"" https://t.co/5rB9Nr1Pq1",https://x.com/el_pais/status/1975559097907814772,,,,,,,,,
2026-01-12T07:37:28+00:00,@HoyPorHoy,Hoy por Hoy,3116,4769,255,107785,0.97,si,PP,0.9,perjudica,0.9,0.09,"💰 El gobierno de Ayuso utilizó dinero destinado a las residencias públicas de la Comunidad de Madrid para pagar al Grupo Quirón.

🎙️ Informa @JavierAlonsoH (@RadioMadrid) https://t.co/LeZ9WRPsMo",https://x.com/HoyPorHoy/status/2010617105872232867,1.0,0.0,0.0,0.0,0.0,0.0,,tercero,Acusa al ejecutivo de Ayuso de desviar dinero de residencias públicas.
2025-11-17T11:05:08+00:00,@ElHuffPost,El HuffPost,3112,12903,122,286695,0.91,si,PP,0.9,perjudica,0.9,0.6,"Gabriel Rufián, a Mazón: ""Lo que ha dicho de la Generalitat de Cataluña no es cierto, Illa suspendió su agenda. ¿Pero sabe lo que no hace la Generalitat de Cataluña? Despedir a bomberos para contratar a toreros"" https://t.co/HbMrtbTdMd",https://x.com/ElHuffPost/status/1990375645944136034,0.11,0.38,0.0,0.0,0.51,0.0,,cargo del partido,Rufián ataca con dureza la gestión de Mazón frente a emergencias.
2026-05-27T10:07:32+00:00,@La_SER,Cadena SER,3109,15496,5235,2914601,0.98,si,PSOE,0.9,beneficia,0.9,0.19,"🎥 Pedro Sánchez : ""Hay algún compañero que me pide adelantar elecciones porque es consciente de que voy a tener una mayor mayoría parlamentaria para poder gobernar de una forma mucho más tranquila. Yo se lo agradezco, pero no puedo convocar elecciones por interés partidista"" https://t.co/IqPs1dmDsi",https://x.com/La_SER/status/2059577236504633501,0.0,1.0,0.0,0.0,0.0,0.0,,cargo del partido,Sánchez proyecta fortaleza electoral y responsabilidad institucional al no adelantar elecciones.
2026-05-13T15:34:00+00:00,@el_pais,EL PAÍS,3105,16700,1999,2187232,0.55,dudoso,Vox,0.7,perjudica,0.7,0.06,🔴 ÚLTIMA HORA | El Congreso suspende de manera indefinida las acreditaciones de Vito Quiles y Bertrand Ndongo https://t.co/WS0VyijoIB https://t.co/bREdo73qW5,https://x.com/el_pais/status/2054585962697822538,0.0,0.0,1.0,0.0,0.0,0.0,,tercero,Suspensión en el Congreso de comunicadores estrechamente vinculados al partido.
2026-08-28T09:17:25+00:00,@eldiarioes,elDiario.es,3095,8950,114,214677,0.81,si,PSOE,0.7,perjudica,0.7,0.07,"Bildu, a Marlaska: ""Varios agentes agredieron a un menor por llevar una bandera legal, un hecho que no debería provocar una mera investigación. Un agente que agrede a un menor por no hacer nada debe ser suspendido de manera inmediata"" https://t.co/ScizSquV9F https://t.co/BH2IoGLlgG",https://x.com/eldiarioes/status/2093266694869242211,0.0,0.77,0.0,0.0,0.23,0.0,,rival,Bildu critica al ministro Marlaska por inacción ante abusos policiales.
2026-09-16T11:20:30+00:00,@elespanolcom,EL ESPAÑOL,3093,7014,237,335886,0.52,dudoso,PSOE,0.9,perjudica,0.9,0.07,"🔴 #URGENTE | La juez que investigó a David Sánchez revela que la 'trama Leire' contactó con narcos para tratar de boicotear su labor

✍️ Por @JCorbachoUC https://t.co/vGGPw2pFl2",https://x.com/elespanolcom/status/2100183037669519391,0.0,1.0,0.0,0.0,0.0,0.0,,rival,Revelación judicial que vincula tramas del PSOE con un boicot.
2026-06-10T20:08:45+00:00,@La_SER,Cadena SER,3069,15507,215,2233081,0.02,no,,,,,,"🎥 Así ha sido la espectacular inauguración de la Torre de Jesús de la Sagrada Familia 

https://t.co/Mv90uIgOse https://t.co/O4etQrrQrR",https://x.com/La_SER/status/2064801964458655842,,,,,,,,,
2025-10-31T15:04:27+00:00,@elespanolcom,EL ESPAÑOL,3067,7687,518,285536,0.92,si,PSOE,0.9,perjudica,0.9,0.1,"Pedro J. (@pedroj_ramirez) tras la brutal agresión de 'abertzales' al periodista de EL ESPAÑOL, José Ismael (@jismael00): ""Sentimos indignación por el silencio del Gobierno y de sus socios políticos"" 

🗣️ ""Ese silencio gubernamental es doblemente grave cuando el presidente https://t.co/Fx6qjHc2iW",https://x.com/elespanolcom/status/1984275280320446929,0.0,0.77,0.0,0.0,0.21,0.02,,rival,Crítica al Gobierno por callar ante la agresión a un periodista.
2026-09-03T12:53:12+00:00,@europapress,Europa Press,3066,10011,371,1183934,0.98,si,PP,0.9,perjudica,0.9,0.36,"#EnDirceto | Aina Vidal (Sumar) se encara con Feijóo: ""Le pregunta usted a Sánchez si llevaría a sus hijas a Ceuta. Yo sí llevaría a mis sobrinos, tienen muchísimo que aprender. ¿Usted llevaría a su madre la residencia pública de Madrid, de Santa Sofía?"" https://t.co/4FAtUGF2So",https://x.com/europapress/status/2095495323548311654,0.07,0.0,0.0,0.18,0.75,0.0,,cargo del partido,Ataque a Feijóo y a la gestión de residencias del PP.
2025-10-02T18:12:57+00:00,@okdiario,okdiario.com,3061,5861,293,857566,0.08,no,,,,,,"🔴 ÚLTIMA HORA | El ‘mena’ que violó a la niña en Hortaleza tiene en realidad 23 años según las pruebas radiológicas

✍️ Te informa @AngelMoyatv 

https://t.co/M14cv0vAfO",https://x.com/okdiario/status/1973813467841794160,,,,,,,,,
2026-04-17T17:44:27+00:00,@el_pais,EL PAÍS,3054,9503,758,230786,0.95,si,varios,0.9,perjudica,0.9,0.08,"📹 Vídeo | ""Les voy a pedir disculpas en nombre de la sociedad española"". Sánchez se disculpa con Lula, Petro y Sheinbaum por ""los insultos"" de Ayuso y Abascal. https://t.co/D5PjiXmAKR https://t.co/6gGKZvD17w",https://x.com/el_pais/status/2045196704987701335,0.01,0.79,0.0,0.0,0.2,0.0,,cargo del partido,Señalamiento de Sánchez a declaraciones de líderes de PP y Vox.
2026-09-17T11:37:56+00:00,@abc_es,ABC.es,3051,9881,153,215911,0.78,si,PSOE,0.9,perjudica,0.9,0.08,"🔴 #ÚLTIMAHORA La eurocámara define los sucesos de Ceuta como una «invasión» pese a la oposición de los socialistas

✍️Informa @EnriqueSerbeto  https://t.co/HMZOTDUfrv",https://x.com/abc_es/status/2100549812739277197,0.0,0.97,0.0,0.0,0.01,0.02,,rival,Revés de la Eurocámara a la posición oficial de los socialistas.
2025-11-19T08:46:26+00:00,@elespanolcom,EL ESPAÑOL,3030,12490,541,1466334,0.88,si,PSOE,0.9,perjudica,0.9,0.15,"🟢 Figaredo carga contra Montero: ""El salario medio en España es de 1.200 euros y en Alemania de 4.000 euros, no hay ni punto de comparación. Viene usted aquí a contar unas batallas que son completamente mentira"" https://t.co/WFaVkyLtXD",https://x.com/elespanolcom/status/1991065520163131596,0.0,0.18,0.12,0.0,0.7,0.0,,cargo del partido,Portavoz de Vox acusa a la ministra de mentir sobre salarios.
2025-12-16T11:41:11+00:00,@okdiario,okdiario.com,3025,6192,135,592111,0.22,no,,,,,,"💥 Y nos la quieren imponer.

📹 Un bombero lanza un serio mensaje tras atender un accidente en el que no había ninguna señalización más allá de la baliza V-16:

""No queremos sacar a nadie de un vehículo. Usad los triángulos"". https://t.co/DjpSBzze5J",https://x.com/okdiario/status/2000893969891516428,,,,,,,,,
2025-10-15T09:51:40+00:00,@elespanolcom,EL ESPAÑOL,3017,6755,576,611693,0.98,si,PSOE,0.9,perjudica,0.9,0.32,"❌📱 Armengol permite a la diputada Montse Mínguez grabar con el móvil a diputados del PP en el hemiciclo pese a ser falta ""grave""

La diputada del PSOE graba a la bancada popular durante la intervención de Pedro Sánchez y luego continúa con gestos de mofas y burlas https://t.co/lk6Vw3v9ft",https://x.com/elespanolcom/status/1978398361503006733,0.01,0.91,0.0,0.0,0.08,0.0,,rival,Crítica a cargos del PSOE por permitir conductas antirreglamentarias en el Congreso.
2025-09-18T20:01:35+00:00,@eldiarioes,elDiario.es,3013,9994,1938,1919188,0.45,no,,,,,,"Felipe González: “Si Hamás no quiere que maten a niños y mujeres, ¿por qué no suelta a los rehenes israelíes?”
https://t.co/XXt9L28JhS",https://x.com/eldiarioes/status/1968767376532345226,,,,,,,,,
2026-02-23T06:13:30+00:00,@el_pais,EL PAÍS,2999,8675,729,877064,0.94,si,Vox,0.9,perjudica,0.9,0.05,"El Papa ha afirmado que su mayor preocupación en este momento en España “es la ideología de ultraderecha”. Durante una reunión con los obispos españoles, el Pontífice alertó de que “buscan ganar el voto católico” e “instrumentalizar a la Iglesia” https://t.co/25KszwpdZB",https://x.com/el_pais/status/2025816267714601225,0.0,0.0,0.99,0.0,0.0,0.01,,rival,El Papa advierte contra la ultraderecha y su uso de la Iglesia.
2026-05-22T09:11:39+00:00,@publico_es,Público,2998,6333,642,101209,0.98,si,PP,0.9,perjudica,0.9,0.08,"🎥 Pablo Iglesias: ""Aznar participó en crímenes de guerra y Mariano Rajoy aparecía en los papeles de Bárcenas y organizó un operativo contra sus adversarios políticos y a ninguno de esos ha habido una investigación que les lleve a la Audiencia Nacional"" https://t.co/xlO2QPhMFh",https://x.com/publico_es/status/2057751232521875913,1.0,0.0,0.0,0.0,0.0,0.0,,rival,Acusaciones de corrupción y delitos dirigidas a expresidentes del PP.
2026-09-06T18:06:35+00:00,@okdiario,okdiario.com,2993,8120,118,101453,0.94,si,PSOE,0.9,perjudica,0.9,0.12,"🔴 ÚLTIMA HORA 

El Supremo abre una investigación para determinar si el Gobierno fue avisado antes de la invasión de Ceuta y decidió no actuar. https://t.co/gKdt3genrG",https://x.com/okdiario/status/2096661351900881114,0.0,1.0,0.0,0.0,0.0,0.0,,rival,Investigación judicial al Gobierno por presunta inacción en Ceuta.
2026-09-03T09:27:13+00:00,@ElHuffPost,El HuffPost,2988,11074,117,486534,0.07,no,,,,,,"Rufián: ""Mohamed VI ni viste, ni come, ni respira sin que lo sepa Trump. Trump sabe que si controlas el estrecho de Gibraltar, estrecho de Ormuz, el canal de Panamá y el canal de Suez, controlas el comercio mundial. Y para eso necesitas socios. Y el socio aquí se llama Mohamed https://t.co/MdJrinxJhv",https://x.com/ElHuffPost/status/2095443488636654005,,,,,,,,,
2025-10-04T07:21:04+00:00,@okdiario,okdiario.com,2988,5251,230,135475,0.24,no,,,,,,"El Ayuntamiento de Zaragoza en ‘shock’ al destapar OKDIARIO que el líder de Casa Palestina es un terrorista de Fatah

Paula Ciordia (@PaulaCiordia) le informa ✍🏻

https://t.co/p0onDIYecd",https://x.com/okdiario/status/1974374192062808428,,,,,,,,,
2026-05-21T07:40:33+00:00,@elmundoes,EL MUNDO,2985,11084,308,848566,0.98,si,PSOE,0.9,perjudica,0.9,0.19,"Ábalos advierte desde la cárcel: ""Si cae Zapatero cae todo; después de Sánchez no hay nada"" https://t.co/aAPZRoryOS",https://x.com/elmundoes/status/2057365919379177547,0.0,1.0,0.0,0.0,0.0,0.0,,cargo del partido,Declaraciones de Ábalos vinculando a Zapatero y Sánchez con corrupción.
2026-01-04T11:52:00+00:00,@okdiario,okdiario.com,2983,12759,3126,2493618,0.69,dudoso,ninguno,0.5,neutro,0.5,0.3,"‼️ ""Señor Trump, mire para acá, porque aquí hay cosas que huelen a chamusquina"".

Fran Rivera pone el foco en los ""caras raras"" que habitan en la política española y pide que la ""limpieza"" de Trump no se detenga. ""No pares"". https://t.co/u3Wp4tJxrs",https://x.com/okdiario/status/2007782060853690615,0.03,0.03,0.26,0.0,0.23,0.45,,tercero,Crítica genérica a la política española sin señalar a ningún partido.
2026-07-29T13:21:23+00:00,@COPE,COPE,2976,16565,1354,1290989,0.06,no,,,,,,"❌ Piden retirar a Messi el Princesa de Asturias de 2026 por su comportamiento en la final del Mundial contra España

🏆 Tendría que recoger el premio en octubre
@tjcope 

https://t.co/qTkK5Zmvxh",https://x.com/COPE/status/2082456453143507129,,,,,,,,,
2026-03-12T14:04:02+00:00,@elespanolcom,EL ESPAÑOL,2968,15802,273,708430,0.51,dudoso,PP,0.7,beneficia,0.7,0.06,"🦋❤👏 ""Voy a ser libre de este dolor"":la felicidad de Leo, el niño sevillano con ‘piel de mariposa’, al recibir la noticia de que la Junta de Andalucía asumirá el coste de su tratamiento https://t.co/zrc8yrKwuY",https://x.com/elespanolcom/status/2032095275238527470,0.96,0.01,0.0,0.0,0.0,0.03,,tercero,La Junta de Andalucía financia el tratamiento médico de un niño.
2026-06-02T12:36:15+00:00,@abc_es,ABC.es,2951,7057,154,222662,0.98,si,PSOE,0.9,perjudica,0.9,0.12,"🔴#ÚLTIMAHORA El hijo de Ábalos confirma que el PSOE pagó la defensa de su padre para «controlarle»

✍️Por @David__Loji 
https://t.co/o8mCdCkp1S",https://x.com/abc_es/status/2061788985765023791,0.0,1.0,0.0,0.0,0.0,0.0,,tercero,Acusan al PSOE de pagar la defensa de Ábalos para controlarle.
2025-12-30T18:06:00+00:00,@elmundoes,EL MUNDO,2951,6082,701,645689,0.98,si,PSOE,0.9,perjudica,0.9,0.41,"#ÚltimaHora  🔴Un ex asesor de la Moncloa y un candidato de Podemos al CGPJ, autores de la auditoría 'externa' encargada por Sánchez que niega la financiación ilegal del PSOE  https://t.co/wUWdjlpGem",https://x.com/elmundoes/status/2006064240998731909,0.0,0.95,0.0,0.0,0.05,0.0,,rival,Cuestiona la imparcialidad de una auditoría encargada por Sánchez.
2025-11-05T17:24:40+00:00,@eldiarioes,elDiario.es,2940,7067,719,1373270,0.96,si,PSOE,0.7,beneficia,0.7,0.14,"‼️ Varios periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso antes que el fiscal general

https://t.co/aYh2burJjw Por @albert_poux y @elenaherrerad https://t.co/DScrxPcuFM",https://x.com/eldiarioes/status/1986122507938619586,0.85,0.0,0.0,0.0,0.15,0.0,,tercero,Testimonios en el Supremo respaldan la versión del fiscal general.
2026-05-25T14:54:06+00:00,@elmundoes,EL MUNDO,2937,6687,693,824522,0.88,si,PSOE,0.9,perjudica,0.9,0.19,"#ÚltimaHora 🔴 Zapatero guardaba decenas de collares, pendientes y relojes en una caja fuerte oculta en su despacho

 https://t.co/bs4hh3yALK",https://x.com/elmundoes/status/2058924576898248975,0.0,1.0,0.0,0.0,0.0,0.0,,sin voz,Revelación de joyas y relojes ocultos del expresidente Zapatero.
2026-08-13T07:12:48+00:00,@okdiario,okdiario.com,2937,7329,1645,1474736,0.9,si,PSOE,0.7,perjudica,0.7,0.12,"💥 La madre y una hija de Sánchez se encaran en Lanzarote con la reportera de OKDIARIO: ""Tu trabajo es penoso"".

🤳🏻 Los padres y las hijas de Sánchez aparecieron en el hotel de la periodista, le increparon y comenzaron a grabarle. https://t.co/jP0CO7MWW7",https://x.com/okdiario/status/2087799515503837189,0.0,1.0,0.0,0.0,0.0,0.0,,cargo del partido,Enfrentamiento de familiares directos de Pedro Sánchez con una periodista.
2026-04-06T10:52:48+00:00,@EFEnoticias,EFE Noticias,2934,3072,114,540088,0.06,no,,,,,,#ÚLTIMAHORA | Israel mata a un trabajador de la OMS en Gaza y se suspenden las evacuaciones médicas. https://t.co/hReI3iCVvz,https://x.com/EFEnoticias/status/2041106845637513484,,,,,,,,,
